"ISN_DOB_BIS_VIOL","BORO","BIN","BLOCK","LOT","ISSUE_DATE","VIOLATION_TYPE_CODE","VIOLATION_NUMBER","HOUSE_NUMBER","STREET","DISPOSITION_DATE","DISPOSITION_COMMENTS","DEVICE_NUMBER","DESCRIPTION","ECB_NUMBER","NUMBER","VIOLATION_CATEGORY","VIOLATION_TYPE"
"2791735","3","3048815","01759","00010","20250512","C","FEU30301ZT","80","VERNON AVENUE","20251105","DISMISS PER FD JOB B01177490-I1-FD WITH WORK PERMIT SIGNED OFF.",,"FAILURE TO MAINTAIN BLDG IN SAFE CONDITION.THE REAR BLDG EXTENSION              APPROX 6FT,HAD PARTIALLY CLLPSD.THE REAR EXP2 & EXP4 BRICKWALLS,APPROX          10""TALL,ARE PARTIALLY UNBRACED.FULL DEMO APPLICATION.BLDG TO BE DEMO            UNDR PRMT STRTNG 5/19/25 AND COMPLETED/SGND OFF BY 6/30/2025",,"V*051225CFEU30301ZT","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2795264","4","4252956","11690","00031","20251015","IMEGNCY","19668","116-50","135 STREET","20251021","CONSTRUCTION FENCE ERECTED AS PER THE   DECLARATION REMEDY.",,"REMEDY: ERECT CONSTRUCTION FENCE",,"V*101525IMEGNCY19668","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815879","2","2018042","03336","00011","20251103","C","PI20707TC","3280","ROCHAMBEAU AVENUE",,,,"EMERGENCY WORK ORDER-IMMED HAZ CONITION:THE PARAPET WALL @ EXP1 APPROX          10' FROM EXP1/4 CORNER IS LEANING BACKWARDS & AT RISK OF COLLAPSE               OWNER TO IMMED RETAIN DOB REG GC TO INSTALL S/W SHED. PROVIDE 30                LINEAR FT OF S/W SHED ALONG EXP1 STARTING FROM EXP1/4 CORNER,START              WORK IMMED & CONTINUE UNTIL COMPLETE",,"V110325CPI20707TC","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2793183","4","4816474","00540","00019","20250715","IMEGNCY","19362","14-33","ASTORIA BOULEVARD","20251105","OK TO DISMISS",,"REMEDY: INSTALL SIDEWALK SHED",,"V*071525IMEGNCY19362","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815880","2","2018042","03336","00011","20251103","C","PI20704TC","3280","ROCHAMBEAU AVENUE",,,,"CORRECTIVE ACTION PLAN REQ'D-OBSVD SEVERAL CRACKS BTWN WINDOWS @ EXP4,          CRACKS APPEAR TO HAVE BEEN PREVIOUSLY REPAIRED & THOSE REPAIRS FAILED           OBSVD MISSING MORTAR @ EXP1 PARAPET & PARAPET IS LEANING BACKWARDS              OWNER TO IMMED RETAIN REG DESIGN PROF TO EVAL ENTIRE BLDG AND SUBMIT            A CORRECTIVE ACTION PLAN BY 12/03/25",,"V110325CPI20704TC","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2794154","3","3396016","03431","00128","20250825","C","25-02024","1357","DECATUR STREET","20251105","ALL VIOLATIONS CORRECTED AND INPECTION PASSED BY INS BURTON",,"OBSERVED MULTIPLE FIRE DOOR ASSEMBLIES @ 1357 DECATUR ST.                       NON-CONFORMING TO NFPA 80, INCLUDING UNLABELED DOORS/HARDWARE,                  IMPROPER LOCKSETS, BOWED/WARPED DOORS NOT LATCHING, EXCESSIVE                   CLEARANCES, UNAPPROVED MODIFICATIONS WITH MISSING CLOSERS, AND DOORS            PROPPED OPEN. FAILURE TO MAINTAIN FIRE-RATED PROTECTION PER BC-703.2,",,"V*082525C25-02024","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2790431","4","4264528","12196","00001","20250320","EGNCY","19082","15902","MEYER AVENUE","20251105","OK TO DISMISS",,"REMEDY: FULLY DEMO BLDG, GRADE AND FENCE SITE",,"V*032025EGNCY19082","V*-DOB VIOLATION - DISMISSED","EGNCY-EMERGENCY                                                       NONE"
"2791960","3","3067447","02692","00044","20250603","P","25-00973","10","HAUSMAN STREET","20251105","DOB VIOLATION DISMISSED DUE TO PSWO     RESCINDED",,"BASED ON COMMISSIONER'S SUSPENSION NOTIFICATION INTENT TO REVOKE ALL            PLUMBING APPROVALS AND PERMIT ISSUED UNDER JOB #B01141887-S1-PL DUE TO          SUSPENSION OF LICENSE MASTER PLUMBER #001138. STOP ALL PLUMBING WORK            UNDER ABOVE MENTIONED PERMIT IMMEDIATELY.",,"V*060325P25-00973","V*-DOB VIOLATION - DISMISSED","P-PLUMBING                                                        NONE"
"2795397","4","4312192","05042","00035","20251017","C","CEU40701TW","133-56","41 ROAD","20251105","CMU BLCK MSNRY WLLS BRCD,&EXP STEEL CLMS&BEAMS STBLE&SECURD.NO IMMED HZRD CNDITN",,"EMERGENCY WORK ORDER-OBSVD MULT UNSAFE CONDITION @ PERIMETER OF EXP             1,2,3 W/OUT BRACE 8INCHES CMU BLOCK WALLS,APPROX 25FT HIGH STEEL                COLUMNS W/OUT BRACE W/COLUMNS TO BEAMS,BEAMS TO BEAMS MOVEMENTS                 IMMED BRACE FREE STANDING CMU WALLS, BRACE THE FREE STANDING STEEL              COLUMNS & BEAMS TO BEAMS MOVEMENT PLATE @ PERIMETER OF ALL EXPOSURES",,"V*101725CCEU40701TW","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2794652","4","4008329","00612","00037","20250919","IMEGNCY","19579","32-12","BROADWAY","20251009","SHED ERECTED AS PER THE DECLARATION     REMEDY.",,"REMEDY: INSTALL SIDEWALK SHED",,"V*091925IMEGNCY19579","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815857","3","3120561","05217","00053","20251103","C","25-02493","593","EAST 17 STREET",,,,"AS PER SECTION 28-207.2. STOP ALL WORK UNDER PERMIT #321920640 DUE TO           CONTRACTOR WITHDRAWAL FROM THE PROJECT. (ARTICLE 116 OF CHAPTER 1 OF            TITLE 28 OF THE AC)",,"V110325C25-02493","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2815884","3","3862119","01339","00009","20251101","C","CER03CM","61","BUFFALO AVENUE",,,,"STRUCTURE RENDERED NON COMPLIANT AT TIME OF INSPECTION DAMAGE OBSERVED           TO HAVE BEEN SUSTAINED TO LOT DUE TO COLLAPSE ZONE FROM BUILDING 59 B          UFFALO AVENUE EXP.# 4 WALL LEANING AND SEPARATING WITH POTENTIAL OF CO          LLAPSING INTO VACANT LOT AT 61 BUFFALO AVENUE",,"V110125CCER03CM","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2815873","3","3035606","01339","00010","20251105","IMEGNCY","19730","59","BUFFALO AVENUE",,,,"FULLY DEMOLISH THE BUILDINGS AND GRADE SITE",,"V110525IMEGNCY19730","V-DOB VIOLATION - ACTIVE","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2788747","3","3396016","03431","00128","20250203","C","25-00202","1357","DECATUR STREET","20251105","ALL VIOLATIONS CORRECTED AND INPECTION PASSED BY INS BURTON",,"ATOI OF A 3-STORY BUILDING IT WAS OBSERVED FIRE RATED DOOR INTO THE             INTERIOR VESTIBULE BOTTOM OF THE DOOR IS RAISED WITH AN EXISTING GAP            CLEARANCE OF 1.5 INCHES.THE DOOR IS NOT INSTA LLED PROPERLY AND IS OUT          OF PLUMB, CAUSING GAPS AND UNEVEN",,"V*020325C25-00202","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2795269","3","3391549","01869","00027","20251015","IMEGNCY","19661","26","SAINT ANDREW PLACE","20251105","DEC 19661 IS IN COMPLIANCE & VERIFIED BY DOB INSPECTOR ON 11/5",,"ERECT APPROXIMATELY 17 LINEAR FEET OF SIDEWALK SHED ALONG THE FULL              WIDTH OF EXPOSURE 1 AT ST ANDREWS PL, AND APPROXIMATELY 5 FEET OVERLAP          ONTO 24 ST ANDREW PL. IN ADDITION, ADD APPROXIMATELY 15 LINEAR FEET OF          SIDEWALK SHED OVER THE MAIN ENTRANCE STAIR. TOTAL OF 37 LINEAR FEET OF          SIDEWALK SHED",,"V*101525IMEGNCY19661","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2794853","3","3057895","02020","00089","20250929","IMEGNCY","19612","1029","ATLANTIC AVENUE","20251105","DEC 19612 IS IN COMPLIANCE & VERIFIED BYDOB INSPECTOR ON 11/5",,"REMEDY:SEAL STOREFRONT AND MAKE NECESSARY REPAIRS TO THE ROLL DOWN              GATE TO SAFEGUARD THE PUBLIC AND PROPERTY",,"V*092925IMEGNCY19612","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815863","2","2007398","02794","00042","20250108","C","FA0401DD","1704","MORRIS AVENUE",,,,"EMERGENCY WORK ORDER DUE TO LOOSE/BULGING BRICK/CRACKED MORTAR JOINTS           @ EXP 2 NORTH, EXP 3 EAST. REMEDY: IMMEDIATELY TAKE AND PROVIDE ADEQ-           UATE SAFETY MEASURE TO SECURE & PROTECT THE PUBLIC AND INSTALL PUBLIC           PROTECTION AT EXP2 NORTH, EXP3 EAST, AND EXP4 SOUTH COURTYARD. IN               ADDITION MAKE IMMEDIATE REPAIRS UNDER FULL SUPERVISION OF NYSLP",,"V010825CFA0401DD","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2791363","4","4618555","01640","00020","20250507","FISPFCS","00075","102-40","DITMARS BOULEVARD","20251105","CIANOW CRM Violation Dismissed","914709","CYCLE 9 FAILURE TO CORRECT SWARMP CONDITIONS",,"V*050725FISPFCS00075","V*-DOB VIOLATION - DISMISSED","FISPFCS-FAILURE TO CORRECT SWARMP CONDITIONS (FACADE)                   FACADE  REQUIRED"
"2815886","1","1005746","00429","00033","20251105","C","CER01EP","25","AVENUE A",,,,"STRUCTURE RENDERED NON COMPLIANT   MOTOR VEHICLE LOST CONTROL STRIKING           BUILDING CORNER DAMAGING WINDOW GLASS AND ALUMINUM MOLDING",,"V110525CCER01EP","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2795240","4","4009048","00625","00073","20251014","IMEGNCY","19659","30-70","34 STREET","20251027","BRACING INSTALLED AS PER THE DECLARATIONREMEDY.",,"REMEDY: INSTALL BRACING AND SHORING TO STABILIZE THE REMAINING SLAB AN          D PREVENT ADDITIONAL COLLAPSE",,"V*101425IMEGNCY19659","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2794641","4","4473560","02306","00001","20250919","IMEGNCY","19575","51-51 GAR","48 STREET","20251021","CONSTRUCTION FENCE ERECTED AS PER THE   DECLARATION REMEDY.",,"REMEDY: INSTALLED CONSTRUCTION FENCE",,"V*091925IMEGNCY19575","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815861","1","1004029","00310","00013","20251002","C","25-02251","58","LUDLOW STREET",,,,"ENGINEERS REPORT REQUESTED DUE TO 1\2"" CRACK IN FACADE THAT RUNS FROM           PARAPET WALL TO FIRST STORY ROOF AT EXPOSURE #3. CONDITION FIRST NOTED          IN VIO # 39125226P ISSUED ON 9/18/24.",,"V100225C25-02251","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2815872","5","5168185","00951","00012","20251105","C","25-02499","24","ELVIRA COURT",,,,"UNPERMITTED/UNDOCUMENTED 2 STORY HORIZONTAL VERTICAL EXTENSION. NO              DETAILS ON FRAMING SIZES, FOOTINGS, COLUMNS, CONNECTIONS, CONNECTION            TO HOUSE, CONCRETE AND ITS REINFORCEMENT, ETC. STRUCTURAL STABILITY IS          UNKOWN.",,"V110525C25-02499","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2815865","2","2002801","02459","00055","20250106","C","LL0402AK","185","EAST 159 STREET",,,,"EMERGENCY WORK ORDER DUE TO SEVERE CRACKS ABOVE LINTEL/PARAPET WALL             EXP3 COURTYARD 6TH FLOOR MISSING BRICKS ON EXP 1 159 STREET 2ND, 6TH            FLOOR ON CONCOURSE VILLAGE WEST. REMEDY: MAINTAIN EXTERIOR BUILDING             FACADE AND APPURTENANCES REPAIR UNSAFE FACADE AS PER 1 RCNY 103.4.1             ERECT SHED ON EXP 3 COURTYARD",,"V010625CLL0402AK","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2795610","1","1080955","01066","00043","20251029","IMEGNCY","19710","422","WEST 57 STREET","20251105","IED IS RESOLVED_WORK COMPLETED BY OWNER AND VERIFIED BY DOB.",,"REMEDY: INSTALL APPROXIMATELY 35 LINEAR FEET OF SIDEWALK SHED.ALONG             THE ENTIRE FRONT OF EXPOSURE 1..SIDEWALK SHED SHALL BE INSTALLED TIGHT          BACK TO THE BUILDING AND EXTEND ACROSS THE SIDEWALK",,"V*102925IMEGNCY19710","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2795268","3","3391550","01869","00028","20251015","IMEGNCY","19662","28","SAINT ANDREW PLACE","20251105","DEC 19662 IS IN COMPLIANCE & VERIFIED BY DOB INSPECTOR ON 11/5",,"ERECT APPROXIMATELY 17 LINEAR FEET OF SIDEWALK SHED ALONG THE FULL              WIDTH OF EXPOSURE 1 AT ST ANDREWS PLACE, AND APPROXIMATELY 15 LINEAR            OF SIDEWALK SHED OVER THE MAIN ENTRANCE AND CELLAR STAIRS. TOTAL 32             LINEAR FEET OF SIDEWALK SHED",,"V*101525IMEGNCY19662","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815878","2","2018042","03336","00011","20251103","C","PI20703TC","3280","ROCHAMBEAU AVENUE",,,,"FTM BLDG IN CODE COMPLIANT MANNER-OBSVD VERT CRACK@EXP1/4 CORNER &              SEVERAL CRACKS UNDER WINDOW@EXP4.OBSVD LEANING PARAPET@EXP1 NEAR EXP1/          4 CORNER.PARAPET IS LEANING BACKWARDS&IS MISSING MORTAR.AN ANNUAL               PARAPET OBSERVATION REPORT IS REQ'D TO BE COMPLETED ANNUALLY.SUBMIT             ANNUAL PARAPET OBSERVATION REPRT 2025 T/BE REC'D BY DOB",,"V110325CPI20703TC","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2791665","1","1046661","01493","00007","20250516","C","25-00850","5","EAST 81 STREET","20251105","OK TO DISMISS",,"OBSERVED AT EXPOSURE#3 WALL IN REAR YARD STEP AND HORIZONTAL CRACKS IN          STUCCO.",,"V*051625C25-00850","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2791545","2","2002160","02430","00045","20250512","C","FA20401JA","1160","TELLER AVENUE","20251105","UNSAFE HAZARDOUS CONDITION REPAIRED.    08/06/2025",,"EMERGENCY WORK ORDER DUE TO DAMAGE OF GUARD RAILS ON THE ROOF LEVEL.AT          TIME OF INSPECTION OBSERVED BROKEN & DAMAGED GUARD RAILS @ ALL EXPS ON          THE ROOF LEVEL. REMEDY: IMMEDIATELY REPAIR GUARD RAILS UNDER THE                SUPERVISION OF NYS LICENSED REGISTERED DESIGN PROFESSIONAL",,"V*051225CFA20401JA","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2795000","3","3085400","03835","00021","20251002","IMEGNCY","19621","509","HINSDALE STREET","20251105","DEC 19621 IS IN COMPLIANCE & VERIFIED BYDOB INSPECTOR",,"REMEDY:INSTALLATION OF SIDEWALK SHED AT EXPOSURE #1 APPROXIMATELY 100           LINEAR FEET, AND AT EXPOSURE #4 60 LINEAR FEET TO PROTECT THE PUBLIC,           PEDESTRIANS AND PROPERTY",,"V*100225IMEGNCY19621","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815868","2","2008027","02839","00018","20251103","C","PI20401TC","30","EAST CLARKE PLACE","20251105","DISMISS PER PE #046161 PARAPET REPORTS  DATED 03/25/2024 & 10/07/2025",,"FTM BLDG IN A CODE COMPLIANT MANNER-OBSVD DISPLACED BRICKS AT PARAPET           EXP1/2 CORNER. AN ANNUAL PARAPET REPORT IS REQ'D TO BE CPMPLETED                ANNUAL STARTING IN 2024. SUBMIT ANNUAL PARAPET OBSERVATION REPORT FOR           2025 TO BE REC'D NO LATER THAN 11/17/25",,"V*110325CPI20401TC","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2815877","2","2018038","03336","00006","20251103","C","PI20705TC","273","VAN CORTLANDT AVENUE EAST",,,,"FTM BLDG IN A CODE COMPLIANT MANNER-OBSVD VERT CRACK @ CORNER OF EXP1/          4 NEXT TO STEP CRACK UNDER CORNER SECOND FLOOR WINDOW LEFT SIDE OF              EXP4. OWNER TO IMMED RETAIN NYSPE TO EVAL THE ENTIRE BLDG DETERMINE             THE STRUCT STAB & PREPARE/FILE REPAIR DWGS. REPAIR BLDG UNDER PERMIT            START WORK BY 12/03/25 COMPLETE/SIGN OFF WORK BY 01/05/26",,"V110325CPI20705TC","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2794632","4","4473572","02306","00110","20250919","IMEGNCY","19567","51-29 GAR","48 STREET","20251014","FENCE ERECTED AS PER THE REMEDY.",,"REMEDY: INSTALL CONSTRUCTION FENCE",,"V*091925IMEGNCY19567","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2795327","3","3050781","01806","00039","20251017","IMEGNCY","19677","256","MARCUS GARVEY BOULEVARD","20251105","DEC 19677 IS IN COMLIANCE AND VERIFIED  BY DOB INSPECTOR ON 11/3",,"REMEDY:ERECT APPROXIMATELY 20 LINEAR FEET OF SIDEWALK SHED AT                   EXPOSURE #1 (MARCUS GARVEY BOULEVARD) TO SAFEGUARD  THE PUBLIC AND              ADJOINING PROPERTY",,"V*101725IMEGNCY19677","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815901","2","2009880","02940","00051","20251023","C","PI20302ZT","1749","BOSTON ROAD",,,,"FTC W/COMMISSIONER'S ORDER 347844(082725PI20301SB)DATED 08/27/25                REQUIRING OWNER TO START BLDG REPAIRS UNDER PERMIT. THE BLDG SUFFERED           FROM FAILURE TO MAINTAIN. AS OF 10/23/25 HERE ARE NO JOBS FILED IN              BIS OR DOBNOW TO REPAIR BLDG. IMMED COMPLY W/COMMISSIONER'S ORDER               347844(082725PI20301SB)TO REPAIR BLDG UNDER PERMIT",,"V102325CPI20302ZT","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2794908","3","3377681","08672","00058","20250925","C","PI31303SB","3013 GAR","BRIGHTON 2 STREET","20251106","DISMISS PER RA #033904 REPORT DATED     11/05/2025",,"FTM BLDG IN A CODE COMPLIANT MANNER-BLDG IS A GARAGE ONE STORY W/               EXTERIOR BRICKS FACADE ON ALL EXPOSURES, INTERIOR MID BLOCK LOT OBSVD           MINOR CRACKS @ EXP1. OWNET TO IMMED RETAIN NYSPE TO EVAL THE ENITE              BLDG DETERMINE THE STRUC STAB AND PREPARE/FILE REPARIR DWGS. BLDG TO            BE REPAIRED UNDER PERMIT START WORK BY 10/25/25",,"V*092525CPI31303SB","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2815903","2","2002066","02426","00002","20251029","C","PI20403HZ","1100","CLAY AVENUE",,,,"FTC W/COMMISSIONER'S ORDER CONTROL#348285 VIO#090925PI20401HZ DATED             09/09/25 REQUIRING OWNER TO PROVIDE A CORRECTIVE ACTION PLAN BY                 10/2/25. AS OF 10/29/25 THE CAP REQUIREMENTS WAS NOT REC'D. IMMED               COMPLY W/COMMISSIONER'S ORDER TO PROVIDE A CORRECTIVE ACTION PLAN AND           SUBMIT ALL REQ'D DOCUMENTS TO PROACTIVEINSP@BUILDINGS.NYC.GOV",,"V102925CPI20403HZ","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2795460","2","2014287","03198","00110","20251023","IMEGNCY","19694","15","EVELYN PLACE","20251106","IED RESOLVED,WORK COMPLETED BY OWNER AND VERIFIED BY DOB INSPECTOR",,"INSTALL APPRX 80 LINEAR FT TOTAL OF SIDEWALK SHED FOR OVERHEAD PROTEC          TION @ EXPO#1 APPROXIMATE 70 LINEAR FT @ SUBJECT PROPERTY ADDITIONAL 5          FT EXTENDING FOR ADJACENT PROPERTY @ EXPO#2 ADDITIONAL 5 FT EXTENDING            FOR ADJACENT PROPERTY @ EXPOSURE 4  80 FT TOTAL",,"V*102325IMEGNCY19694","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2815899","4","4008947","00624","00021","20251027","C","SR0102NS","31-55","34 STREET",,,,"FAILURE TO MAINTAIN BUILDING IN CODE COMPLIANT MANNER. OBSERVE DETERI-          RATION OF FACADE. SPALLED/SPALLING AND BULGING CRACK/STEPCRACK DAMAGED          JOINT AT EXP1 WEST ELEVATION. VERTICAL CRACK AT CORNER OF 1 & 2 UPPER           FLOOR. DAMAGE JOINT AT EXPOSURE 2,3,AND 4 WITH DAMAGE WINDOW. REMEDY:           REPAIR AND OR REPLACE",,"V102725CSR0102NS","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
